,USER STORY NAME,USER STORY DESCRIPTION INCL. EXPECTED OUTCOME ,BUSINESS PRIORITY,USER STORY TYPE ,"USER ACCEPTANCE CRITERIA (UAT)

",ESTIMATES,OWNER,SPRINT7,TARGET DATE,DEMO STATUS,SUMMARY of QUALITY ASSURANCE / UAT TESTING ,Business Owner / Requestor,Test Scenario #2,Test Scenario #3,Business Value Type,Business Value Description,COMMENT,Demo Order,DEPLOYMENT,"MONITORING AND FEEDBACK

","Sponsor (KASHA, EJAF, ROCHE, KASHA, RMS, AMEX, DELL)","Value Stream (AI Services, IoT Services, Data Servcies, Core Services, Support & Architecure)"
11,CONSUMER APP RWANDA - APIs CONNECTING APP & DYNAMICS,As a Data Scientist I want to call APIs with parameters received from the app for all workflows in v1,HIGH,FEATURE,WORKING SOFTWARE,4,Kseniia,CW 28,,ACCEPTED,,,,,,,"Place orders, subscribe APIs missing to be moved to the next sprint .
Ksennia should receive data from the App
Joanna to accept or not",,,,,
12,CONSUMER APP RWANDA - SECURE RESOURCES FOR BRAND WORK ,"As a business person, I want to apply Kasha brand to UI and UX to the app, so I need to find UX designer and UX developer who can do that",LOW,ENABLER,WORKING SOFTWARE,2,Joanna,Product Backlog,,ACCEPTED,,,,,,,Moved to the next sprint,,,,,
13,CHRONIC CARE APP _PAYMENT WORKFLOW,I want to be able to provide all needed information and workflow son payment for the developer to add in the App. ,HIGH,FEATURE,WORKING SOFTWARE,2,Jambu ,CW 24,,ACCEPTED,,,,,,,,,,,,
14,CHRONIC CARE APP _PAYMENT,"As a user, I want to be able to process payment for my orders or services  based selected services and delivery options
Workflow:
User selects the payment methods 
Users is communicated amount and ways to pay and complete the process after payment.( How to pay on Momo: Pay via *182*8*1900170# ) for the selected payment option 
User receives payment confirmation message upon successful payment
Functional / Non-Functional Requirements:
Allow users to select Payment options from a predefined list in the top menu and display how to pay for each payment option
Automatically detect and display details of selected payment option
Automatically send a message upon successful payment ",HIGH,FEATURE,WORKING SOFTWARE,20,Pamphile,CW 28,,ACCEPTED,,,,,,,Accepted as part of Sprint Planning CW 28,,,,,
15,"CHRONIC CARE APP _ HEALTH INFORMATION, IMAGES, CONTACT US ","As, a business person; I want to update health information for each country per country MoH ; I also want to update contact us information for each country.",HIGH,ENABLER,Content Accepted,2,Clemence,CW 24,,ACCEPTED,,,,,,,,,,,,
16,CHRONIC CARE APP _ CURRENT SUBSCRIPTION MODEL,"I want to learn about how subscription works at Kasha, how it is integrated in Dynamics and report back to the developer on how it can be done for NCD Consumer App.",HIGH,ENABLER,Content Accepted,2,Jambu,CW 24,,ACCEPTED,,,,,,,,,,,,
17,CHRONIC CARE APPP _ SUBSCRIPTION SOLUTION,"As a developer, I want to create a table on datewarehouse with susbcitption details (No, customer ID, names, phone number, Next deliveryd ate). Write a script that auto create an order with susbcription details for the next delivery. The order should have product details from the previous order. Subscription at product level ",HIGH,FEATURE,WORKING SOFTWARE,8,Kseniia,CW 28,,ACCEPTED,,,,,,,Accepted as part of Sprint Planning CW 28,,,,,
18,CHRONIC CARE APP_CUSTOMER RESEARCH TO CONFIRM SOLUTUON NEEDED BETWEEN  APP Or WEBSITE,"A a product owner, I want to do a customer research to understand what solution/system will be helfpul for pharmacies to shop with us and register patiens between the APP or website  ot somethign else. I will report back to Kasha Labs team for decision making.",HIGH,ENABLER,"1. Research Report
2. Decision mabe between Pharmacy App or Website",8,Clemence,CW 24,,ACCEPTED,,,,,,,,,,,,
19,CHRONIC CARE APP - Product Subscription (DATA / INTEGRATION side),"As a data scientist, I want to create an API to enable the user to sign up for subscription on the product detail page and to ensure the data is written back into Kasha systems to be operationalized",HIGH,ENABLER,Subscription APIs/End Point,8,Kseniia,CW 25,6/17/2024,ACCEPTED,"Test Scenario #001: Manual Test Cases for User Story 22
Test Case Title: Successful Subscription to a Product (Registered Customer)
Description: Tests the successful subscription of a registered customer to a product via the API.
Preconditions: The customer is already registered in the system.
Expected Result: The API returns a status code 200 and the data is correctly stored in the respective tables.
Automation Status: Manually executed
Test Scenario #002: Automated Test Cases for User Story 22
Test Case Title: Subscription to a Product (Unregistered Customer)
Description: Tests the subscription of an unregistered customer to a product via the API and the creation of the customer in Dynamics.
Preconditions: The customer is not yet registered in the system.
Expected Result: The API returns a status code 200, the customer is created in Dynamics, and the data is correctly stored in the respective tables.
Automation Status: Automated with Postman
Test Scenario #003: Additional Test Cases for User Story 22
Test Case Title: Cancellation of a Product Subscription
Description: Tests the cancellation of a specific SKU subscription for a customer via the API.
Preconditions: The customer has an existing subscription for the specific SKU.
Expected Result: The API returns a status code 200 and the quantity of the specific SKU is set to 0 in the tables.
Automation Status: Automated with Postman",,,,,,API schema 17th June eob,,,,,
20,CHRONIC CARE APP - Product Subscription (APP / FRONTEND side),"As a developer, I want to call the API to enable the user to sign up for subscription on the product detail page and to ensure the data is written back into Kasha systems to be operationalized",HIGH,FEATURE,WORKING SOFTWARE,6,Pamphile,CW 25,18/06/2024,ACCEPTED,,,,,,,,,,,,
21,CHRONIC CARE APP - Delivery Page,"As a developer, I want to show only Add Location when no delivery locations are registered, I want to enable the user to add a location (no home/office tags needed) and I want that data written back to our systems as customer account data",HIGH,FEATURE,WORKING SOFTWARE,4,Pamphile,CW 25,20/06/2024,ACCEPTED,,,,,,,"Demo: Workaround available and accepted, User Story should be updated",,,,,
22,CHRONIC CARE APP - Payment Page,"As a developer, I want to show the accurate payment information depending on country. Rwanda will have Momo Pay, POS and Bank Transfer. Kenya will have MPesa and Bank Transfer.  (No backend integration)",HIGH,FEATURE,WORKING SOFTWARE,2,Pamphile,CW 25,18/06/2024,ACCEPTED,,,,,,,"Demo: Workaround available and accepted, User Story should be updated",,,,,
23,CHRONIC CARE APP - Register Page  (APP / FRONTEND side),"As a developer, I want to first show the why Register content page and then when the user clicks next, i want to enable the user to get an Account Creation form when clicking on Register, and upon the user clicking the Sign Up button, to write that data into our systems as customer account data. Collect data on gender.",HIGH,FEATURE,WORKING SOFTWARE,4,Pamphile,CW 25,19/06/2024,ACCEPTED,,,,,,,,,,,,
24,CHRONIC CARE APP - Register Page   (DATA / INTEGRATION side),"As a data scientist, I want to write that data into our systems as customer account data. Collect data on gender.",HIGH,ENABLER,WORKING SOFTWARE,2,Kseniia,CW 25,6/17/2024,ACCEPTED,"Test Scenario #004: Registering User in CMS
Test Case Title:Register User in CMS
Description:Tests the registration of a user in the CMS by storing the phone number and hashed password.
Preconditions: The user must have a valid phone number and password.
Expected Result: The API returns a status code 200 and the phone number and hashed password are correctly stored in the CMS table. The user can log in with these credentials.
Automation Status: To be determined (Manually executed or Automated).
 
Test Scenario #005: Registering Customer in Dynamics
Test Case Title: Register Customer in Dynamics
Description: Tests the registration of a customer in Dynamics by creating a customer card.
Preconditions: The user must have valid customer details.
Expected Result: The API returns a status code 200 and a customer card is created in Dynamics.
Automation Status: To be determined (Manually executed or Automated).

Test Scenario #006: Creating Gender Dimension
Test Case Title:** Create Gender Dimension
Description:** Tests the creation of a gender dimension for the customer in Dynamics.
Preconditions:** The customer must have a valid customer number.
Expected Result:** The API returns a status code 200 and the gender is available on the customer card.
Automation Status:** To be determined (Manually executed or Automated).",,,,,,API already available and will be sent to Pamphile after sprint planning,,,,,
25,CHRONIC CARE APP - Health Info,"As a developer, I want to display the health content for the country the user is in",HIGH,FEATURE,WORKING SOFTWARE,2,Pamphile,CW 25,19/06/2024,ACCEPTED,,,,,,,,,,,,
26,CHRONIC CARE APP - RW Diabetes Product Sub Categories,"As an operations manager, I want to expand the list of products available in Rwanda under the Diabetes product sub categories: Insulin, Lancets, Test Strips, Glucose Meters, CGMs, Insulin Pumps, Glucose Tablets, Diabetic Foods, Kasha Diabetic Care Kit. I want to create a spreadsheet with names of all of the registered products available in Rwanda, the suppliers Kasha can get them from, and how much time the customer would have to wait to get it delivered from point of ordering",HIGH,ENABLER,PRODUCT LIST that will be embedded in the app,16,Clemence,CW 26,19/06/2024,ACCEPTED,,,,,,,,,,,,
27,CHRONIC CARE APP - KE Diabetes Product Sub Categories,"As an operations manager, I want to expand the list of products available in Kenya under the Diabetes product sub categories: Insulin, Lancets, Test Strips, Glucose Meters, CGMs, Insulin Pumps, Glucose Tablets, Diabetic Foods, Kasha Diabetic Care Kit. I want to create a spreadsheet with names of all of the registered products available in Kenya, the suppliers Kasha can get them from, and how much time the customer would have to wait to get it delivered from point of ordering",MEDIUM,ENABLER,PRODUCT LIST that will be embedded in the app,16,Clemence,CW 26,21/06/2024,ACCEPTED,,,,,,,,,,,,
28,CHRONIC CARE APP - Shop Page,"As a developer, I want to display the product categories for Diabetes, Hypertension and Other. I want to remove the Featured Products at the top.",MEDIUM,FEATURE,WORKING SOFTWARE,2,Pamphile,CW 27,,ACCEPTED,,,,,,,,,,,,
29,CHRONIC CARE APP - Contact Us,"As a developer, I want to display the Contact Us content for the country the user is in",HIGH,FEATURE,WORKING SOFTWARE,2,Pamphile,CW 28,,ACCEPTED,,,,,,,Accepted as part of Sprint Planning CW 28,,,,,
30,CHRONIC CARE APP - Checkout creates an order in Dynamics,"As a developer, Place Order (Checkout) needs to create an order in dynamics and give the customer feedback that the order has been successfullly placed. The user should be able to add SKUs to cart and place an order, but not have multiple quantities per SKU",HIGH,FEATURE,WORKING SOFTWARE,6,Pamphile,CW 26,,ACCEPTED,"Test Scenario #007: Creating an Order in Dynamics
Test Case Title: Creating an Order in Dynamics
Description: Tests the creation of an order in Dynamics after a successful checkout.
Preconditions: The user has completed the checkout process with valid order details.
Expected Result: The API returns a status code 200 and an order is created in Dynamics with the correct details.
Automation Status: To be determined (Manually executed or Automated).
Test Scenario #008: Validating Order Details
Test Case Title: Validating Order Details in Dynamics
Description: Tests the validation of order details in Dynamics to ensure accuracy.
Preconditions: An order has been created in Dynamics.
Expected Result: The order details in Dynamics match the details provided during checkout.
Automation Status: To be determined (Manually executed or Automated).
Test Scenario #009: Handling Order Failures
Test Case Title: Handling Order Failures
Description: Tests the system's response to order creation failures in Dynamics.
Preconditions: The user attempts to create an order with invalid or incomplete details.
Expected Result: The API returns an appropriate error code, and the order is not created in Dynamics.
Automation Status: To be determined (Manually executed or Automated).
",,,,,,In the future more negative test cases to handle errors / erro message for the customer / user,,,,,
31,CHRONIC CARE APP- Releasing the features in production environment,"As a back-end developer, I want to use the developer's guide to install an environment and onboard to contribute at code level",HIGH,FEATURE,WORKING SOFTWARE,2,Pamphile,CW 26,,ACCEPTED,,,,,,,"WIP: 25-June, Testing is pending
Open topic: Call Center did not yet come back",,,,,
32,CHRONIC CARE APP - you can add quantities to the checkout and create an order in Dynamics,"As a developer , place order (checkout) needs to  create  with the SKU in and the quantites also",HIGH,FEATURE,WORKING SOFTWARE,2,Pamphile,CW 28,,ACCEPTED,,,,,,,"Consistency across the screens for user need to be validated . New user story to be created
Accepted as part of Sprint Planning CW 28",,,,,
33,CHRONIC CARE APP - working version available in Google Play Store,"As an operations manager,I want to take the .apk from the google drive and upload it to the Google Play Store",HIGH,FEATURE,WORKING SOFTWARE,2,Jambu,CW 29,,ACCEPTED,,,,,,,uploaded in play console waiting for the review results from google,,,,,
34,CHRONIC CARE APP - GPS capture APIs,"As a data scientist, I want to create APIs to enable the developer to wite the GPS coordinates of a user into a table, so this can be queried later by a data analyst",HIGH,ENABLER,WORKING SOFTWARE,4,Kseniia,CW 26,,ACCEPTED,"Test Scenario #010: Capturing GPS Coordinates
Test Case Title: Capturing GPS Coordinates
Description: Tests the API for writing the GPS coordinates of a user into a table for later querying by a data analyst.
Preconditions: The user has a valid GPS-enabled device.
Expected Result: The API returns a status code 200 and the GPS coordinates are correctly stored in the table.
Automation Status: To be determined (Manually executed or Automated).
Test Scenario #011: Validating GPS Data Entry
Test Case Title: Validating GPS Data Entry
Description: Tests the validation of GPS data entry to ensure accuracy and completeness.
Preconditions: GPS data has been written to the table.
Expected Result: The GPS data in the table matches the data sent by the user's device.
Automation Status: To be determined (Manually executed or Automated).
Test Scenario #012: Handling GPS Data Entry Failures
Test Case Title: Handling GPS Data Entry Failures
Description: Tests the system's response to failures in writing GPS data to the table.
Preconditions: The user attempts to send invalid or incomplete GPS data.
Expected Result: The API returns an appropriate error code and the invalid GPS data is not stored in the table.
Automation Status: To be determined (Manually executed or Automated).
",,,,,,"WIP: 25-June, Testing is pending. In the future more negative test cases to handle errors / erro message for the customer / user. New user story: What if user a declines to provide GPS coordinates.",,,,,
35,"CHRONIC CARE APP Register Page and Account Page Text field for Code (from Agent, pharmacy, mobile clinic, etc) ","As a developer, I want to add a text box to the Register page and Account page so the user can add a code to an optional field and have that stored in a table that can be queried",HIGH,FEATURE,WORKING SOFTWARE,2,Pamphile,CW 26,,ACCEPTED,"Test Scenario #013: Capturing Code on Register Page
Test Case Title: Capturing Code on Register Page
Description: Tests the addition of a text box on the Register page for capturing a code and storing it in a table.
Preconditions: The user accesses the Register page.
Expected Result: The code entered in the text box is correctly stored in the table.
Automation Status: To be determined (Manually executed or Automated).
Test Scenario #014: Capturing Code on Account Page
Test Case Title: Capturing Code on Account Page
Description: Tests the addition of a text box on the Account page for capturing a code and storing it in a table.
Preconditions: The user accesses the Account page.
Expected Result: The code entered in the text box is correctly stored in the table.
Automation Status: To be determined (Manually executed or Automated).
Test Scenario #015: Validating Code Entry
Test Case Title: Validating Code Entry
Description: Tests the validation of code entry to ensure accuracy and completeness.
Preconditions: The user enters a code in the text box.
Expected Result: The code in the table matches the code entered by the user.
Automation Status: To be determined (Manually executed or Automated).
",,,,,,,,,,,
36,CHRONIC CARE APP - Code input stored (consumer referral code from agent/pharmacist),,HIGH,ENABLER,WORKING SOFTWARE,4,Kseniia,CW 26,,ACCEPTED,,,,,,,,,,,,
37,CHRONIC CARE APP QR Code,"As an operations manager, I want to create a QR code for the app download page on google play store ",HIGH,FEATURE,WORKING SOFTWARE,2,Jambu,CW 29,,ACCEPTED,,,,,,,"WIP: 25-June, Planned for today
Jambu to Share with Angela",,,,,
38,"CHRONIC CARE APP - Data Privacy & Protection - T&Cs upon registration, subscription and placing order","As a developer, I want to have links to Kasha's T&Cs upon user submitting a registration, adding a subscription or placing an order",HIGH,FEATURE,WORKING SOFTWARE,2,Pamphile,CW 26,,ACCEPTED,,,,,,,Links need to be added,,,,,
39,CHRONIC CARE APP - Dev documents how to onboard another developer,"As a developer, I want to train and set up an addtional developer to the App Template for tasks sharing purposes",HIGH,ENABLER,Kseniia fully onboarded to the App Template ,2,Pamphile,CW 28,,ACCEPTED,,,,,,,"Kseniia fully onboarded to the App Template, Laptop seems not to be capable (CPU / MEMORY)
Accepted as part of Sprint Planning CW 28

Document: https://docs.google.com/document/d/1zuho-kNHBvWTDovx9QZQY3XCvAaVdzUMMDfMcVD5XQM/edit?usp=sharing",,,,,
40,CHRONIC CARE APP - Additional dev onboards to contribute to code level,"As a back-end developer, I want to use the developer's guide to install an environment and onboard to contribute at code level",HIGH,FEATURE,WORKING SOFTWARE,8,Kseniia,CW 29,,ACCEPTED,,,,,,,User Story 40 is requirement,,,,,
41,CHRONIC CARE APP- Releasing the features in production environment,"As a back-end developer, I want to use the developer's guide to install an environment and onboard to contribute at code level",HIGH,FEATURE,WORKING SOFTWARE,2,Kseniia,CW 26,,ACCEPTED,,,,,,,MS Dynamics staged features in production,,,,,
42,CHRONIC CARE APP - CHRONIC CARE APP - About Kasha,"As a developer, I want to display the About Kasha content on the page",HIGH,FEATURE,WORKING SOFTWARE,4,Kseniia,CW 30,,ACCEPTED,,,,,,,,,,,,
43,CHRONIC CARE APP - My Orders,"As a developer, I want to show the user all ongoing and closed / historical orders",HIGH,FEATURE,WORKING SOFTWARE,4,Pamphile,CW 29,,ACCEPTED,,,,,,,,,,,,
44,CHRONIC CARE APP - My Subscriptions,"As a developer, I want to show all product subscriptions and the cadence the user had set and enable the user to delete the subscription",HIGH,FEATURE,WORKING SOFTWARE,4,Pamphile,CW 29,,ACCEPTED,,,,,,,My subscription page to also show prodouct list and ability for the user to cancel from my subscription page. ,,,,,
45,CHRONIC CARE APP - Open App Page,"As a developer, if the user is opening the app for the first time, I want the Open landing page to show the photo at the top and the user inputs on the bottom half of page. The user inputs are: Country, User Type and Gender. If the user has already registered with an account, I want to display the Shop page populating with the user data stored ",HIGH,FEATURE,WORKING SOFTWARE,4,Pamphile,CW 27,Wed 3rd,ACCEPTED,,,,,,,"If the user hasn't been registered with an account, I want to display the Register Page
Thursday  Status: WIP, testing ongoing",,,,,
46,CHRONIC CARE APP - Log In & Registration,"As a developer, if the user has already registered I want to display the data stored from Registration and allow the user to edit the info and write back to Kasha systems. If the user has not registered, then I show the account creation form (I do not show sample data) and write back the data to Kasha systems.",HIGH,FEATURE,WORKING SOFTWARE,4,Pamphile,Product Backlog,,ACCEPTED,,,,,,,,,,,,
47,CHRONIC CARE APP - CHRONIC CARE APP - Diabetes Product Sub Categories within CHRONIC CARE APP (Front-End),"As a developer, when the user is on Shop page and clicks on Diabetes, I display a Diabetes  Category Page, which has search at the top and sub category tiles: Insulin, Lancets, Test Strips, Glucose Meters, CGMs, Insulin Pumps, Oral Agents, Glucose Tablets, Diabetic Foods, Kasha Diabetic Care Kit, Nurse Counselling, Needles,Diuretic. Clicking on each of these sub categories returns the list of all available product skus within those categories in the applicable country.",HIGH,FEATURE,WORKING SOFTWARE,4,Pamphile,CW 30,,ACCEPTED,,,,,,,,,,,,
48,CHRONIC CARE APP - My Account Sub Menus,"As a developer, on the left nav menu, I want to create sub menus under My Account that are called ""My Profile"", ""My Subscriptions"", ""My Orders"" , ""Login/Logout""",HIGH,FEATURE,WORKING SOFTWARE,2,Pamphile,CW 29,,ACCEPTED,,,,,,,,,,,,
49,CHRONIC CARE APP - Login/Logout,"As a developer, I want to enable the user to login or logout of their account",HIGH,FEATURE,WORKING SOFTWARE,1,Pamphile,CW 29,,ACCEPTED,,,,,,,,,,,,
50,CHRONIC CARE APP - Bug on Search,"As a developer, I want to fix the red screen error page that pops up when a user searches for a product and then clicks the left nav",LOW,FEATURE,WORKING SOFTWARE,2,Pamphile,CW 27,,ACCEPTED,,,,,,,,,,,,
51,CHRONIC CARE APP - Design for Open screen and Shop screen,"As business owner, I want to mock up the Open Screens and Shop Screens",LOW,ENABLER,Design,1,Joanna,CW 25,June 17th,ACCEPTED,,,,,,,,,,,,
52,APP & SAAS:  Create a process for give access to enterprise customers via credentials,"As an operations manager, I want to create a process for give access to enterprise customers via credentials",LOW,ENABLER,,2,Jambu,CW 27,,ACCEPTED,,,,,,,Saas Dashboard Credential,,,,,
53,B2B SAAS - Documentation on SaaS site architecture for multi-tenancy,I want to share documentation on SaaS site architecture for multi-tenancy,LOW,ENABLER,,2,Jambu,CW 27,,ACCEPTED,,,,,,,,,,,,
54,APP & SAAS: Collect customer feedback on App and SaaS site ,I want to collect customer feedback on App and SaaS site for sprint user story consideration,LOW,ENABLER,,2,Jambu,CW 27,,ACCEPTED,,,,,,,"https://forms.visme.co/formsPlayer/dm1erxok-untitled-project
Create a feedback list",,,,,
55,B2B SAAS - Sanofi agent location coordinates to map their village on the SaaS site,"As an operations manager, I want to know the Sanofi agent location coordinates to map their village on the SaaS site",HIGH,ENABLER,AGENT TRACKER  UPDATED,2,Clemence,CW 29,,ACCEPTED,,,,,,,https://docs.google.com/spreadsheets/d/1U6jAn6pjSJv3FsEVqGhSTGdya_wy79wpvLv9SHi0uBc/edit?gid=1432816820#gid=1432816820,,,,,
56,CHRONIC CARE APP - Open App Page - Placing an order that has a subscription also writes a subscription to the table,"As a user, I want to place an order that includes a subscription option so that the system automatically writes my subscription details to the database for recurring orders and services.",HIGH,FEATURE,WORKING SOFTWARE,8,Pamphile,CW 27,Tuesday 2nd,ACCEPTED,,,,,,,"Thursday  Status: DONE
Friday: Apply the discount / coupon as part of a new suser story",,,,,
57,CHRONIC CARE APP - Launch App in Kenya for AT4T - Staff Training in Nairobi,"As an operations manager, I want to launch the App in Kenya by training, onboarding and collecting feedback from staff, pharmacists and agents in Nairobi and Eldoret",HIGH,ENABLER,TRAINING DONE,8,Jambu,CW 27,Tuesday 2nd,ACCEPTED,,,,,,,Thursday  Status: DONE,,,,,
58,Weekly user feedback prioritization of user stories,"As an operations manager, I want to collect all user feedback from the trainings and onboardings and lead a weekly meeting with Joanna and others as optional to go through this user feedback. I will create and add user stories to the backlog for the issues that are pri 1 and 2 to fix",LOW,ENABLER,,4,Jambu,CW 27,,ACCEPTED,,,,,,,Create the backlog items from the feedback sheet,,,,,
59,CHRONIC CARE APP- Events Promotion ,"As a Operations Manager  I want to provide information on events such as mobile clinics, agent training, phrarmacy training for them to be embedded in the CHRONIC CARE APP. I also want to ensure all events have geotagging option.",HIGH,ENABLER,Content document accepted,2,Clemence,CW 29,,ACCEPTED,,,,,,,https://docs.google.com/document/d/1RLrSKpdiQ612UHtgPxWX9ZuGapupmt9O4R_lVxqUzQQ/edit,,,,,
60,CHRONIC CARE APP - Events ,"As a Developer, I want to add  in the App,  ability for patients/pharmacy to track and register to events such as mobile clinics, agent training, phrarmacy training & Data collection. I also want to provide an option for the business team to complete geotagging of the events.

I also want to enable the internal teams (sales agents, etc...) to create event forms from the App and record data. 

I want to review requirements documents provided by Business Teams for more clarity.
*Kasha Events Content: https://docs.google.com/document/d/1RLrSKpdiQ612UHtgPxWX9ZuGapupmt9O4R_lVxqUzQQ/edit
*Kasha Event Data Collection: https://docs.google.com/document/d/1w9LUmK3drXJkGgsNytcW9V4C9z0_fr6gjeTp4t8SLUM/edit#heading=h.sp7p88zhvxjd",MEDIUM,FEATURE,"WORKING SOFTWARE
",8,Pamphile,Product Backlog,,ACCEPTED,,,,,,,,,,,,
61,CHRONIC CARE APP -  Promotions API,"As a developer , I want to run API/Codes for ""Promo"" tab to show all items on promotion at Kasha",HIGH,FEATURE,WORKING SOFTWARE,4,Kseniia,Product Backlog,,ACCEPTED,,,,,,,,,,,,
62,CHRONIC CARE APP - Link Patients to Pharmacy,"As a developer, I want to provide for patients to get atgged to a pharmacy at checkout ",LOW,FEATURE,"WORKING SOFTWARE
",2,Pamphile,Product Backlog,,ACCEPTED,,,,,,,,,,,,
